		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 249.984375	M = 128000	N = 8	m = 9	n = 1024000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
000101111  236  236  246  223  267  277  262  242  9.775200 0.281160 SUCCESS  22
000110011  277  253  232  235  231  256  232  259  8.639749 0.373591 SUCCESS  23
000110101  240  269  276  268  252  225  220  237 13.068291 0.109521 SUCCESS  24
000110111  265  237  229  235  255  277  221  240 11.393172 0.180401 SUCCESS  25
000111001  262  237  264  240  258  254  247  255  2.993527 0.934763 SUCCESS  26
000111011  230  254  257  265  266  250  244  250  4.064978 0.851214 SUCCESS  27
000111101  254  238  243  263  238  265  259  230  5.079410 0.749056 SUCCESS  28
000111111  246  243  254  242  277  300  244  261 14.617737 0.067019 SUCCESS  29
001000011  243  234  242  249  266  268  251  239  4.434238 0.815976 SUCCESS  30
001000101  250  263  248  254  252  231  247  240  2.741147 0.949537 SUCCESS  31
001000111  262  273  242  238  232  252  219  226 11.353996 0.182437 SUCCESS  32
001001011  266  236  280  263  271  243  260  254  8.809640 0.358608 SUCCESS  33
001001101  232  276  274  251  269  240  249  240  8.853859 0.354774 SUCCESS  34
001001111  249  236  268  257  231  202  225  224 18.753172 0.016237 SUCCESS  35
001010011  260  257  255  248  252  253  263  244  1.642545 0.990080 SUCCESS  36
001010101  263  256  234  235  265  236  261  257  5.284339 0.726798 SUCCESS  37
001010111  261  262  256  244  255  243  231  236  4.003434 0.856813 SUCCESS  38
001011011  243  253  249  249  246  238  245  250  1.010174 0.998183 SUCCESS  39
001011101  245  229  236  232  244  232  258  249  5.828145 0.666475 SUCCESS  40
001011111  240  247  249  249  253  255  266  244  1.808428 0.986332 SUCCESS  41
001100101  240  273  259  259  250  247  265  251  4.250642 0.833831 SUCCESS  42
001100111  282  264  235  227  255  274  219  241 14.964501 0.059839 SUCCESS  43
001101011  228  260  272  272  272  228  244  248 10.594788 0.225733 SUCCESS  44
001101101  251  256  250  240  265  238  251  230  3.750149 0.878933 SUCCESS  45
001101111  242  249  253  255  247  249  228  246  2.515661 0.960997 SUCCESS  46
001110101  241  233  248  220  229  275  259  236 10.819887 0.212115 SUCCESS  47
001110111  253  261  250  259  266  242  245  254  2.370465 0.967498 SUCCESS  48
001111011  266  248  268  268  251  242  258  252  4.313867 0.827753 SUCCESS  49
001111101  253  229  262  284  227  231  246  236 11.795661 0.160557 SUCCESS  50
001111111  253  262  253  239  251  258  235  256  2.520574 0.960765 SUCCESS  51
010000011  210  235  255  238  227  297  259  239 20.408638 0.008896 FAILURE  52
010000111  253  222  245  264  273  244  235  243  7.663846 0.466976 SUCCESS  53
010001011  258  219  244  266  246  252  265  241  6.796549 0.558734 SUCCESS  54
010001111  266  265  263  221  240  232  252  228  9.937851 0.269415 SUCCESS  55
010010011  258  263  255  221  254  234  260  230  7.737802 0.459493 SUCCESS  56
010010111  245  254  248  259  260  239  255  219  5.512412 0.701664 SUCCESS  57
010011011  230  272  254  237  258  239  241  243  5.722772 0.678253 SUCCESS  58
010011111  267  255  259  258  219  220  218  232 15.166586 0.055986 SUCCESS  59
010100011  278  244  246  240  242  213  260  210 16.826319 0.031969 SUCCESS  60
010100111  269  237  248  285  240  253  245  258  8.101374 0.423631 SUCCESS  61
010101011  285  261  235  264  262  261  251  255  8.524291 0.383999 SUCCESS  62
010101111  267  247  257  233  253  231  248  233  5.370448 0.717347 SUCCESS  63
010110011  264  254  275  255  226  247  279  262 10.070117 0.260139 SUCCESS  64
010110111  254  250  234  243  264  254  267  261  3.905042 0.865588 SUCCESS  65
010111011  279  266  230  236  236  265  234  221 13.280848 0.102545 SUCCESS  66
010111111  258  268  256  256  246  242  234  248  3.310941 0.913357 SUCCESS  67
011000111  252  228  263  225  273  271  287  241 15.321737 0.053183 SUCCESS  68
011001111  255  252  256  261  228  274  236  249  5.971661 0.650406 SUCCESS  69
011010111  255  246  270  261  299  230  249  280 17.653406 0.023980 SUCCESS  70
011011111  256  252  252  260  247  229  236  238  3.860436 0.869491 SUCCESS  71
011101111  260  225  236  250  253  257  249  246  4.117729 0.846348 SUCCESS  72
011111111  250  245  258  244  247  229  234  240  3.845051 0.870826 SUCCESS  73
100000000  254  242  248  242  262  238  246  277  4.887410 0.769539 SUCCESS  74
100010000  241  238  253  256  239  257  249  241  2.156356 0.975839 SUCCESS  75
100100000  248  257  254  254  237  269  237  258  3.510311 0.898388 SUCCESS  76
100101000  278  241  245  258  242  215  263  232 11.316501 0.184403 SUCCESS  77
100110000  247  279  238  255  242  268  275  269  9.910182 0.271387 SUCCESS  78
100111000  241  255  226  259  240  233  262  266  6.418885 0.600418 SUCCESS  79
101000000  262  239  256  234  264  221  236  263  8.101891 0.423581 SUCCESS  80
101000100  268  246  260  242  257  261  276  232  6.931402 0.544052 SUCCESS  81
101001000  241  248  233  264  242  262  225  262  6.397552 0.602792 SUCCESS  82
101001100  261  249  236  255  246  259  279  236  6.113624 0.634506 SUCCESS  83
101010000  246  231  258  255  251  246  224  258  5.056008 0.751573 SUCCESS  84
101010100  246  239  246  255  251  210  261  239  8.354788 0.399603 SUCCESS  85
101011000  251  231  258  252  251  276  244  268  6.073543 0.638994 SUCCESS  86
101011100  257  245  255  241  276  266  243  264  5.620501 0.689656 SUCCESS  87
101100000  257  245  249  235  248  224  223  244  7.210028 0.514151 SUCCESS  88
101100100  240  257  251  289  252  226  233  223 13.521333 0.095127 SUCCESS  89
101101000  256  261  231  248  264  260  248  250  3.403257 0.906567 SUCCESS  90
101101100  251  277  265  240  235  231  258  253  7.092760 0.526659 SUCCESS  91
101110000  230  237  233  252  263  277  239  244  7.928121 0.440523 SUCCESS  92
101110100  226  227  258  228  260  243  252  233  8.658368 0.371930 SUCCESS  93
101111000  226  217  222  272  255  280  270  271 19.443208 0.012661 SUCCESS  94
101111100  239  251  254  237  248  253  245  257  1.628065 0.990372 SUCCESS  95
110000000  226  245  228  228  258  254  251  268  8.161754 0.417831 SUCCESS  96
110000010  287  261  233  248  226  252  226  254 12.224267 0.141475 SUCCESS  97
110000100  272  252  243  246  263  266  277  245  7.174214 0.517958 SUCCESS  98
110001000  241  254  261  243  254  254  257  246  1.507305 0.992586 SUCCESS  99
110001010  251  256  262  243  261  277  244  270  6.280541 0.615839 SUCCESS 100
110010000  240  247  271  248  253  267  230  247  5.217624 0.734083 SUCCESS 101
110010010  280  233  260  240  256  219  259  227 12.392218 0.134543 SUCCESS 102
110010100  242  267  233  264  268  214  276  252 12.985156 0.112361 SUCCESS 103
110011000  276  245  264  250  252  260  262  286 10.111620 0.257279 SUCCESS 104
110011010  260  259  253  245  263  235  262  243  3.320768 0.912646 SUCCESS 105
110100000  251  258  244  242  267  254  242  257  2.414036 0.965619 SUCCESS 106
110100010  276  245  246  243  235  265  272  239  7.536881 0.479963 SUCCESS 107
110100100  227  261  233  237  260  248  226  260  7.805164 0.452730 SUCCESS 108
110101000  241  236  260  228  237  251  236  233  6.262182 0.617889 SUCCESS 109
110101010  268  245  247  284  248  235  251  237  7.916743 0.441645 SUCCESS 110
110101100  224  221  255  251  239  248  260  245  7.410949 0.493011 SUCCESS 111
110110000  245  252  251  244  256  237  251  221  4.599345 0.799414 SUCCESS 112
110110010  277  250  250  264  239  236  238  242  5.998683 0.647379 SUCCESS 113
110110100  242  252  212  240  254  257  279  241 10.750069 0.216267 SUCCESS 114
110111000  248  288  238  244  252  259  215  248 12.171127 0.143730 SUCCESS 115
110111010  251  252  273  233  247  239  249  238  4.540517 0.805366 SUCCESS 116
110111100  242  245  236  252  261  272  259  285  9.108954 0.333188 SUCCESS 117
111000000  244  259  234  221  264  271  256  251  7.811370 0.452110 SUCCESS 118
111000010  251  239  234  242  262  270  259  254  4.482206 0.811211 SUCCESS 119
111000100  249  259  274  269  247  268  264  252  6.431814 0.598980 SUCCESS 120
111000110  256  275  226  237  238  260  245  270  8.585964 0.378417 SUCCESS 121
111001000  243  253  284  228  240  285  238  247 13.142634 0.107035 SUCCESS 122
111001010  256  242  234  285  272  248  277  268 12.927491 0.114369 SUCCESS 123
111001100  261  272  259  239  276  258  258  284 11.461956 0.176872 SUCCESS 124
111010000  253  227  253  255  256  245  223  229  7.452065 0.488733 SUCCESS 125
111010010  249  247  255  255  274  236  218  244  7.825075 0.450741 SUCCESS 126
111010100  226  225  250  243  222  241  223  231 13.242319 0.103780 SUCCESS 127
111010110  231  231  246  242  232  238  263  262  6.542360 0.586713 SUCCESS 128
111011000  261  246  227  227  254  266  237  226  9.144638 0.330242 SUCCESS 129
111011010  270  246  239  238  273  259  265  239  6.776638 0.560912 SUCCESS 130
111011100  253  265  265  265  234  228  244  251  6.045358 0.642151 SUCCESS 131
111100000  260  249  246  213  240  261  234  245  8.218384 0.412434 SUCCESS 132
111100010  250  263  243  284  290  265  264  255 14.164566 0.077576 SUCCESS 133
111100100  232  278  262  228  239  260  237  251  8.798521 0.359577 SUCCESS 134
111100110  244  246  265  262  287  256  262  253  8.197568 0.414413 SUCCESS 135
111101000  283  235  244  264  237  243  243  228  9.500582 0.301841 SUCCESS 136
111101010  241  236  245  257  252  260  246  232  3.285212 0.915205 SUCCESS 137
111101100  257  213  260  249  276  259  226  255 11.902586 0.155603 SUCCESS 138
111101110  254  247  276  259  216  222  253  272 13.301535 0.101887 SUCCESS 139
111110000  263  278  257  209  241  271  257  242 13.730141 0.089076 SUCCESS 140
111110010  228  284  247  263  235  246  235  260  9.863248 0.274756 SUCCESS 141
111110100  295  241  253  267  251  231  233  240 13.054844 0.109976 SUCCESS 142
111110110  264  235  267  255  254  266  230  257  6.027644 0.644135 SUCCESS 143
111111000  270  268  254  253  251  252  250  241  3.459758 0.902290 SUCCESS 144
111111010  246  255  259  255  239  244  235  247  2.223329 0.973388 SUCCESS 145
111111100  248  284  265  250  255  239  241  236  7.482707 0.485556 SUCCESS 146
111111110  250  245  258  244  247  229  234  240  3.845051 0.870826 SUCCESS 147

		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 249.984375	M = 128000	N = 8	m = 9	n = 1024000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001  207  255  252  220  257  256  249  264 12.655200 0.124277 SUCCESS   0
000000011  245  255  222  210  276  255  246  255 13.135653 0.107267 SUCCESS   1
000000101  242  254  272  256  254  270  259  265  5.478925 0.705374 SUCCESS   2
000000111  242  240  240  227  254  256  270  242  5.412081 0.712760 SUCCESS   3
000001001  225  248  259  255  250  270  223  239  8.208687 0.413355 SUCCESS   4
000001011  252  274  237  269  256  268  258  250  6.355014 0.607530 SUCCESS   5
000001101  228  265  239  257  256  236  231  232  7.423491 0.491704 SUCCESS   6
000001111  248  244  242  243  267  234  280  241  6.946529 0.542413 SUCCESS   7
000010001  221  261  257  224  241  241  261  270  9.802481 0.279164 SUCCESS   8
000010011  238  247  271  260  252  255  243  258  3.461956 0.902122 SUCCESS   9
000010101  281  253  269  277  263  244  246  259  9.784380 0.280487 SUCCESS  10
000010111  250  276  246  256  249  242  255  245  3.490271 0.899943 SUCCESS  11
000011001  268  258  256  221  254  263  247  234  7.095733 0.526340 SUCCESS  12
000011011  218  269  262  237  258  241  245  248  7.742327 0.459037 SUCCESS  13
000011101  242  254  259  224  246  261  246  264  4.906416 0.767530 SUCCESS  14
000011111  238  261  234  272  272  256  269  251  7.814085 0.451839 SUCCESS  15
000100011  240  256  256  245  241  233  254  259  2.745156 0.949319 SUCCESS  16
000100101  242  230  232  259  249  260  262  271  6.434271 0.598707 SUCCESS  17
000100111  229  216  241  235  261  229  246  269 11.748857 0.162766 SUCCESS  18
000101001  249  265  242  238  226  271  241  259  6.672428 0.572352 SUCCESS  19
000101011  292  254  251  240  261  254  264  258  9.434513 0.306976 SUCCESS  20
000101101  276  246  259  255  227  278  249  224 11.536816 0.173097 SUCCESS  21
000101111  261  264  251  241  216  228  253  226 10.848719 0.210419 SUCCESS  22
000110011  252  262  239  236  241  257  272  263  5.166295 0.739663 SUCCESS  23
000110101  214  248  247  260  258  265  251  216 11.806909 0.160029 SUCCESS  24
000110111  243  256  258  238  252  235  256  257  2.510747 0.961228 SUCCESS  25
000111001  269  230  276  250  259  295  229  229 18.312671 0.019001 SUCCESS  26
000111011  210  239  270  230  255  258  273  269 14.481333 0.070051 SUCCESS  27
000111101  269  252  238  273  252  248  279  233  9.008622 0.341569 SUCCESS  28
000111111  242  246  236  244  242  243  267  246  3.015895 0.933356 SUCCESS  29
001000011  247  234  250  271  241  224  242  246  6.378158 0.604952 SUCCESS  30
001000101  258  259  273  220  241  281  247  260 11.279394 0.186365 SUCCESS  31
001000111  255  240  255  245  249  245  241  221  4.639943 0.795274 SUCCESS  32
001001011  259  249  236  273  239  247  265  263  5.510861 0.701836 SUCCESS  33
001001101  230  243  237  261  256  254  230  227  7.108275 0.524997 SUCCESS  34
001001111  246  230  236  245  262  224  258  264  7.099354 0.525952 SUCCESS  35
001010011  245  271  241  244  235  256  253  260  3.943572 0.862178 SUCCESS  36
001010101  249  255  281  285  223  262  228  262 15.367895 0.052375 SUCCESS  37
001010111  270  250  224  246  241  252  269  256  6.513269 0.589936 SUCCESS  38
001011011  247  236  233  265  247  278  231  243  7.949455 0.438423 SUCCESS  39
001011101  237  283  253  261  234  236  269  262  9.706675 0.286220 SUCCESS  40
001011111  265  240  242  250  232  215  220  241 12.064719 0.148340 SUCCESS  41
001100101  255  267  245  241  232  224  229  264  8.505026 0.385753 SUCCESS  42
001100111  265  244  278  248  273  248  263  260  7.668501 0.466503 SUCCESS  43
001101011  212  233  247  241  250  244  246  223 10.760283 0.215655 SUCCESS  44
001101101  252  252  244  278  266  247  246  270  6.250416 0.619204 SUCCESS  45
001101111  259  254  226  248  254  232  271  236  6.840638 0.553920 SUCCESS  46
001110101  240  286  238  253  219  264  267  248 12.409931 0.133829 SUCCESS  47
001110111  237  257  224  244  248  236  274  251  7.058756 0.530307 SUCCESS  48
001111011  253  237  262  260  256  267  268  258  4.703814 0.788713 SUCCESS  49
001111101  254  252  246  250  259  251  259  255  0.930141 0.998652 SUCCESS  50
001111111  246  270  257  222  237  274  264  255  9.167523 0.328362 SUCCESS  51
010000011  246  244  257  256  250  233  266  240  3.234400 0.918798 SUCCESS  52
010000111  244  239  260  270  247  261  248  230  4.927491 0.765297 SUCCESS  53
010001011  275  257  251  241  237  254  231  249  5.390360 0.715155 SUCCESS  54
010001111  267  234  277  257  243  235  227  252  8.811580 0.358439 SUCCESS  55
010010011  243  239  216  268  267  224  256  245 11.066190 0.197977 SUCCESS  56
010010111  257  255  248  257  225  258  243  260  3.992962 0.857758 SUCCESS  57
010011011  239  251  230  252  282  251  248  239  6.933212 0.543855 SUCCESS  58
010011111  277  273  228  236  242  250  269  268 11.122691 0.194844 SUCCESS  59
010100011  244  240  266  273  266  261  255  258  5.746691 0.675582 SUCCESS  60
010100111  250  274  267  234  234  263  232  254  7.804129 0.452834 SUCCESS  61
010101011  266  252  279  270  239  272  245  249  8.830198 0.356822 SUCCESS  62
010101111  261  266  238  259  255  250  255  256  2.851693 0.943317 SUCCESS  63
010110011  227  247  257  237  262  226  217  252 10.619224 0.224222 SUCCESS  64
010110111  259  230  234  254  245  284  228  277 13.021745 0.111104 SUCCESS  65
010111011  231  260  241  247  241  248  269  268  5.466125 0.706790 SUCCESS  66
010111111  268  254  231  269  245  232  234  265  7.827661 0.450483 SUCCESS  67
011000111  258  264  292  254  266  249  242  236 10.587160 0.226206 SUCCESS  68
011001111  252  252  269  237  246  265  245  263  4.029422 0.854459 SUCCESS  69
011010111  227  232  256  228  268  229  261  229 11.161867 0.192695 SUCCESS  70
011011111  249  259  220  276  259  246  240  243  7.876533 0.445623 SUCCESS  71
011101111  228  250  234  221  253  262  256  249  7.321220 0.502405 SUCCESS  72
011111111  264  261  242  255  222  255  240  234  6.496331 0.591815 SUCCESS  73
100000000  207  255  252  220  257  256  249  264 12.655200 0.124277 SUCCESS  74
100010000  218  230  257  248  249  244  268  246  7.665527 0.466805 SUCCESS  75
100100000  263  253  250  245  236  254  233  254  2.977366 0.935770 SUCCESS  76
100101000  251  249  261  258  272  271  259  249  4.949083 0.763004 SUCCESS  77
100110000  261  263  242  266  240  242  255  213  8.967507 0.345044 SUCCESS  78
100111000  240  264  233  234  259  237  270  289 12.465139 0.131626 SUCCESS  79
101000000  242  261  261  241  280  259  265  273  8.790117 0.360310 SUCCESS  80
101000100  259  227  235  255  241  266  248  240  5.378982 0.716408 SUCCESS  81
101001000  245  249  252  250  229  243  270  239  4.304040 0.828703 SUCCESS  82
101001100  243  262  244  268  235  237  249  263  4.621584 0.797149 SUCCESS  83
101010000  231  237  230  252  230  271  269  250  8.833560 0.356531 SUCCESS  84
101010100  240  250  232  281  232  220  250  253 10.826222 0.211741 SUCCESS  85
101011000  239  268  277  245  262  278  269  205 18.677535 0.016683 SUCCESS  86
101011100  249  250  252  248  243  270  247  233  3.126828 0.926148 SUCCESS  87
101100000  242  241  240  263  272  262  236  234  6.179952 0.627082 SUCCESS  88
